C,penalty,Solver,F1,Std,Time,No,Attack
63.11950060371415,l2,liblinear,0.46302467358511823,0.0,1.725,3,BF
1.4869759325515346,l2,lbfgs,0.46302467358511823,0.0,3.42,4,BF
0.0037627118017652815,l2,liblinear,0.46302467358511823,0.0,2.498,5,BF
0.5982891456846003,l2,liblinear,0.46302467358511823,0.0,4.33,6,BF
0.0011379028605362814,l2,liblinear,0.46302467358511823,0.0,2.134,7,BF
0.3998625435923771,l2,lbfgs,0.46302467358511823,0.0,2.514,8,BF
5.4536525848155515,l2,liblinear,0.46302467358511823,0.0,1.867,9,BF
0.9917910014058999,l1,liblinear,0.9780509092990313,0.0,62.778,0,OS
0.10619877783893511,l1,liblinear,0.97630993860973,0.0034819413786023826,58.417,1,OS
12.292641890854311,l1,liblinear,0.9734081890601274,0.004359232144305581,19.775,2,OS
