ACK,ARP,BF,HTTP,MHDis,OS,SCHD,SP,SYN,UDP
1.0,0.9728188801588924,0.9301727229984076,1.0,0.9763473671122092,0.9228815562857164,0.9939649769547444,1.0,0.994209951423979,0.9953156565656563
0.96963090819357,0.9540082478726362,0.7357075130353264,1.0,0.7769905170871354,0.9299514885625546,1.0,0.9661877088393585,0.9675569393759694,1.0
